Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
The Machine Learning Toolbox : For Non-Mathematicians,Brian Letort,665.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7943/9781794302686.jpg,,182.0,Paperback,2019-01-18,Independently Published,English,1794302689,9781794302686,,,127.0,203.0,10.0,186.0
Machine Learning for Beginners : Easy Guide Book,Jerry N P,413.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5472/9781547270453.jpg,2.5,52.0,Paperback,2017-06-15,Createspace Independent Publishing Platform,English,1547270454,9781547270453,,,152.0,229.0,3.0,85.0
Machine-learning Techniques in Economics : New Tools for Predicting Economic Growth,"Atin Basuchoudhary, James T. Bang, Tinni Sen",1843.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319690131.jpg,,94.0,Paperback,2018-01-08,Springer,English,3319690132,9783319690131,Cham,Switzerland,155.0,235.0,5.33,226.0
Machine Learning and Cognition in Enterprises : Business Intelligence Transformed,Rohit Kumar,1714.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484230688.jpg,4.0,306.0,Paperback,2017-11-15,aPress,English,148423068X,9781484230688,Berkley,United States,155.0,235.0,17.78,5095.0
Practical Machine Learning Cookbook,Atul Tripathi,1872.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7852/9781785280511.jpg,1.0,570.0,Paperback,2017-04-14,Packt Publishing Limited,English,1785280511,9781785280511,Birmingham,United Kingdom,191.0,235.0,29.46,966.15
"Machine Learning and Intelligent Communications : First International Conference, MLICOM 2016, Shanghai, China, August 27-28, 2016, Revised Selected Papers",Huang Xin-lin,2405.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3195/9783319527291.jpg,,414.0,Paperback,2017-02-03,Springer,English,3319527290,9783319527291,Cham,Switzerland,155.0,235.0,22.1,6438.0
Microsoft Azure Machine Learning,Sumit Mund,1179.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7843/9781784390792.jpg,3.89,212.0,Paperback,2015-06-19,Packt Publishing Limited,English,1784390798,9781784390792,Birmingham,United Kingdom,191.0,235.0,11.43,371.95
Ensemble Machine Learning : Methods and Applications,"Cha Zhang, Yunqian Ma",4003.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4899/9781489988171.jpg,3.83,332.0,Paperback,2014-04-12,Springer,English,1489988173,9781489988171,New York,United States,155.0,235.0,18.03,522.0
"Machine Learning for Multimodal Interaction : Third International Workshop, MLMI 2006, Bethesda, MD, USA, May 1-4, 2006, Revised Selected Papers","Steve Renals, Samy Bengio, Jonathan Fiskus",2740.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5406/9783540692676.jpg,,470.0,Paperback,2007-02-01,Springer,English,3540692673,9783540692676,Berlin,Germany,155.0,235.0,24.64,815.0
Algorithms in Machine Learning Paradigms,"JYOTSNA KUMAR MANDAL, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",3520.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811510434.jpg,,195.0,Paperback,2021-01-18,Springer,English,9811510431,9789811510434,Singapore,Singapore,155.0,235.0,11.0,324.0
Evolutionary Machine Learning Techniques : Algorithms and Applications,"Seyedali Mirjalili, Hossam Faris, Ibrahim Aljarah",4120.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8132/9789813299924.jpg,,286.0,Paperback,2020-11-25,Springer,English,9813299924,9789813299924,Singapore,Singapore,155.0,235.0,15.75,456.0
Machine Learning and Information Processing : Proceedings of ICMLIP 2020,"Debabala Swain, Prasant Kumar Pattnaik, Tushar Athawale",6286.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813348585.jpg,,486.0,Paperback,2021-03-03,Springer,English,9813348585,9789813348585,Singapore,Singapore,,,,
python machine learning,Tony F Charles,603.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8010/9781801098014.jpg,,258.0,Paperback,2020-10-07,Tony F. Charles,English,1801098018,9781801098014,,,152.0,229.0,14.0,349.0
Machine Learning With Python,Eric Chamberlin,608.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8010/9781801098243.jpg,,184.0,Paperback,2020-10-07,Davide Cicatiello,English,1801098247,9781801098243,,,152.0,229.0,10.0,254.0
Automated Machine Learning,"Joaquin Vanschoren, Lars Kotthoff, Frank Hutter",1253.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0132/9781013271663.jpg,,222.0,Paperback,2020-10-08,Saint Philip Street Press,English,1013271661,9781013271663,,,216.0,279.0,12.0,526.0
Multimodal Machine Learning : Techniques and Applications,"Santosh Kumar, Sanjay Kumar Singh",3143.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1282/9780128237373.jpg,,375.0,Paperback,2021-05-01,Elsevier Science Publishing Co Inc,English,0128237376,9780128237373,San Diego,United States,,,,
"Practical Machine Learning with AWS : Process, Build, Deploy, and Productionize Your Models Using AWS",Himanshu Singh,1495.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484262214.jpg,,241.0,Paperback,2020-11-24,aPress,English,1484262212,9781484262214,Berkley,United States,178.0,254.0,13.97,500.0
Machine Learning For Beginners,Jonathan S Walker,365.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8149/9789814950626.jpg,,102.0,Paperback,2021-01-18,Jw Choices,English,9814950629,9789814950626,,,152.0,229.0,5.0,145.0
MACHINE LEARNING with MATLAB. SUPERVISED LEARNING and REGRESSION,C Perez,1108.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0969/9781096963707.jpg,,402.0,Paperback,2019-05-05,Independently Published,English,1096963701,9781096963707,,,152.0,229.0,23.0,585.0
Machine Learning and Deep Learning in Real-Time Applications,"Mehul Mahrishi, Kamal Kant Hiran, Gaurav Meena, Paawan Sharma",4791.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7998/9781799830962.jpg,,372.0,Paperback,2020-06-08,Engineering Science Reference,English,1799830969,9781799830962,,,216.0,280.0,20.0,862.0
"Machine Learning in Medical Imaging : 6th International Workshop, MLMI 2015, Held in Conjunction with MICCAI 2015, Munich, Germany, October 5, 2015, Proceedings","Luping Zhou, Li Wang, Qian Wang, Yinghuan Shi",2434.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3192/9783319248875.jpg,,341.0,Paperback,2015-10-12,Springer,English,3319248871,9783319248875,Cham,Switzerland,155.0,235.0,18.8,5387.0
R Machine Learning Essentials,Michele Usuelli,1108.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7839/9781783987740.jpg,,218.0,Paperback,2014-11-28,Packt Publishing Limited,English,178398774X,9781783987740,Birmingham,United Kingdom,191.0,235.0,11.68,381.02
"Machine Learning in Medical Imaging : 9th International Workshop, MLMI 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16, 2018, Proceedings","Yinghuan Shi, Heung-Il Suk, Mingxia Liu",1677.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030009182.jpg,,409.0,Paperback,2018-09-15,Springer,English,3030009181,9783030009182,Cham,Switzerland,155.0,235.0,21.84,652.0
A Beginners Guide for Machine Learning,Asmita Pawar-Dighavkar,964.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1373/9786137382349.jpg,,52.0,Paperback,2018-05-28,LAP Lambert Academic Publishing,English,6137382346,9786137382349,,,152.0,229.0,3.0,91.0
"Machine Learning for Beginners : A History, A Basic Outline, And The Moral Quandary It Presents To Humankind",Alec Gilliam,350.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7189/9781718911147.jpg,2.67,70.0,Paperback,2018-05-09,Createspace Independent Publishing Platform,English,1718911149,9781718911147,,,127.0,203.0,4.0,80.0
Effective Amazon Machine Learning,Alexis Perrier,1591.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785883231.jpg,,306.0,Paperback,2017-04-28,Packt Publishing Limited,English,1785883232,9781785883231,Birmingham,United Kingdom,191.0,235.0,16.26,526.17
Machine Learning for Developers,Rodolfo Bonnin,1451.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7864/9781786469878.jpg,3.38,270.0,Paperback,2017-10-31,Packt Publishing Limited,English,1786469871,9781786469878,Birmingham,United Kingdom,191.0,235.0,14.48,467.2
Machine Learning in Medicine : Part Three,"Ton J. Cleophas, Aeilko H. Zwinderman",2409.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4024/9789402402605.jpg,3.0,224.0,Paperback,2017-04-30,Springer,English,9402402608,9789402402605,Dordrecht,Netherlands,155.0,235.0,13.21,3752.0
Machine Learning Asset Valuation,Justus Wiedemann,1549.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6685/9783668506282.jpg,,156.0,Paperback,2017-08-23,GRIN Publishing,English,3668506280,9783668506282,,,148.0,210.0,9.0,213.0
Machine Learning in Healthcare Informatics,"Sumeet Dua, U. Rajendra Acharya, Prerna Dua",4345.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6625/9783662507636.jpg,2.0,332.0,Paperback,2016-09-23,Springer,English,3662507633,9783662507636,Berlin,Germany,155.0,235.0,18.29,5212.0
Mastering Scala Machine Learning,Alex Kozlov,1410.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785880889.jpg,,310.0,Paperback,2016-06-29,Packt Publishing Limited,English,1785880888,9781785880889,Birmingham,United Kingdom,191.0,235.0,16.51,535.24
Machine Learning in Bioinformatics,"Wajahat Qazi, Khalil Ahmed",1569.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6392/9783639253726.jpg,,132.0,Paperback,2010-05-03,VDM Verlag,English,3639253728,9783639253726,,,152.0,229.0,8.0,204.0
"Machine Learning for Multimodal Interaction : Second International Workshop, MLMI 2005, Edinburgh, UK, July 11-13, 2005, Revised Selected Papers","Steve Renals, Samy Bengio",3665.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5403/9783540325499.jpg,,498.0,Paperback,2006-03-15,Springer,English,3540325492,9783540325499,Berlin,Germany,155.0,235.0,26.16,1560.0
AI and Machine Learning,Was Rahman,500.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/3538/9789353884413.jpg,,180.0,Paperback,2020-11-14,Sage Publications India Pvt Ltd,English,9353884411,9789353884413,New Delhi,India,,,,
"Machine Learning in Cyber Trust : Security, Privacy, and Reliability","Jeffrey J. P. Tsai, Philip S. Yu",4504.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4419/9781441946980.jpg,2.4,362.0,Paperback,2010-11-05,Springer,English,1441946985,9781441946980,"New York, NY",United States,155.0,235.0,19.81,581.0
The Book of Machine Learning Projects,"Nadia Udler, Phillip Bradford",1306.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1354/9780135473207.jpg,,,Paperback,2021-10-28,Pearson Education (US),,0135473209,9780135473207,Boston,United States,,,,
Machine Learning Aplicado,Sammy Liberman,1282.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5545/9798554549359.jpg,,208.0,Paperback,2020-10-28,Independently Published,Spanish,,9798554549359,,,216.0,280.0,14.0,680.0
"Machine Learning with Python : An Advanced Guide to Go Deep into Artificial Intelligence. Tools, Tips and Tricks for Going into Data Science and Data Analysis using Python and TensorFlow",Russel R Russo,577.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801118590.jpg,,196.0,Paperback,2020-10-30,Zanshin Honya Ltd,English,1801118590,9781801118590,,,152.0,229.0,11.0,268.0
Statistical Learning with Math and Python : 100 Exercises for Building Logic,Joe Suzuki,1131.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811578762.jpg,,230.0,Paperback,2021-04-06,Springer,English,9811578761,9789811578762,Singapore,Singapore,,,,
Industrial Machine Learning : Using Artificial Intelligence as a Transformational Disruptor,Andreas Francois Vermeulen,951.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484253151.jpg,,637.0,Paperback,2019-12-09,aPress,English,1484253159,9781484253151,Berkley,United States,178.0,254.0,33.78,1244.0
Data Science with Machine Learning - : Python Interview Questions,Vishwanathan Narayanan,434.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/3881/9789388176637.jpg,,146.0,Paperback,2019-09-04,BPB Publications,English,9388176634,9789388176637,New Delhi,India,,,,
Machine Learning & Artificial Intelligence : Assessing External Cyber Threats,Yuk Kuen Wong,587.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6923/9798692312143.jpg,,34.0,Paperback,2020-10-01,Independently Published,English,,9798692312143,,,152.0,229.0,2.0,59.0
"Machine Learning in Medical Imaging : 7th International Workshop, MLMI 2016, Held in Conjunction with MICCAI 2016, Athens, Greece, October 17, 2016, Proceedings","Li Wang, Ehsan Adeli, Qian Wang, Yinghuan Shi, Heung-Il Suk",2519.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3194/9783319471563.jpg,,324.0,Paperback,2016-10-01,Springer,English,3319471562,9783319471563,Cham,Switzerland,155.0,235.0,18.03,5153.0
Advances in Machine Learning Research,Sharad Shandilya,2680.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6332/9781633212091.jpg,,107.0,Paperback,2014-09-01,Nova Science Publishers Inc,English,1633212092,9781633212091,New York,United States,152.0,229.0,6.35,240.0
"Machine Learning and Cybernetics : 13th International Conference, Lanzhou, China, July 13-16, 2014. Proceedings","Xizhao Wang, Witold Pedrycz, Patrick Chan, Qiang He",2714.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6624/9783662456514.jpg,,462.0,Paperback,2014-12-17,Springer,English,3662456516,9783662456514,Berlin,Germany,155.0,235.0,24.38,7139.0
Machine Learning with Python : The Basics,David V,406.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5449/9781544933498.jpg,3.0,84.0,Paperback,2017-04-13,Createspace Independent Publishing Platform,English,1544933495,9781544933498,,,152.0,229.0,4.0,122.0
Machine Learning with R Cookbook -,"AshishSingh Bhatia, Chiu (David  Yu-Wei Chiu)",1591.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7872/9781787284395.jpg,3.0,572.0,Paperback,2017-10-23,Packt Publishing Limited,English,1787284395,9781787284395,Birmingham,United Kingdom,191.0,235.0,29.46,970.69
Machine Learning Paradigms : Applications in Recommender Systems,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",3247.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319384962.jpg,,125.0,Paperback,2016-11-04,Springer,English,3319384961,9783319384962,Cham,Switzerland,155.0,235.0,7.87,2292.0
Python Machine Learning Cookbook,Prateek Joshi,1744.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7864/9781786464477.jpg,2.5,304.0,Paperback,2016-06-23,Packt Publishing Limited,English,1786464470,9781786464477,Birmingham,United Kingdom,191.0,235.0,16.26,526.17
"Machine Learning and Intelligent Communications : Second International Conference, MLICOM 2017, Weihai, China, August 5-6, 2017, Proceedings, Part I","Xuemai Gu, Gongliang Liu, Bo Li",2702.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319735634.jpg,5.0,715.0,Paperback,2018-02-23,Springer,English,3319735632,9783319735634,Cham,Switzerland,155.0,235.0,37.59,1122.0
Source Separation and Machine Learning,Jen-Tzung Chien,2416.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1281/9780128177969.jpg,,384.0,Paperback,2018-10-23,Elsevier Science Publishing Co Inc,English,0128177969,9780128177969,San Diego,United States,191.0,235.0,20.07,730.0
Machine Learning Guide : Practical Approach for Business,Simone Capostagno,444.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7224/9781722486143.jpg,4.5,46.0,Paperback,2018-07-05,Createspace Independent Publishing Platform,English,1722486147,9781722486143,,,152.0,229.0,3.0,77.0
Monetizing Machine Learning : Quickly Turn Python ML Ideas into Web Applications on the Serverless Cloud,"Manuel Amunategui, Mehdi Roopaei",1001.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484238721.jpg,3.0,482.0,Paperback,2018-12-01,aPress,English,1484238729,9781484238721,Berkley,United States,178.0,254.0,26.92,986.0
Machine Learning on Data Lake,Nataliya Boyko,1620.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1398/9786139836680.jpg,,188.0,Paperback,2018-07-16,LAP Lambert Academic Publishing,English,6139836689,9786139836680,,,152.0,229.0,11.0,281.0
Machine Learning for Hackers : R and Jupyter Notebooks,Isabella Romeo,861.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9966/9780996686044.jpg,,284.0,Paperback,2018-07-14,Sherwood Forest Books,English,0996686045,9780996686044,,,178.0,254.0,15.0,494.0
That Book on AI and Machine Learning : A One-Hour Intro,"Bobby Timberlake, Jonathan B Morley",360.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7931/9781793145147.jpg,,132.0,Paperback,2020-01-01,Independently Published,English,1793145148,9781793145147,,,127.0,203.0,7.0,136.0
"Machine Learning in Medical Imaging : 11th International Workshop, MLMI 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 4, 2020, Proceedings","Mingxia Liu, Pingkun Yan, Chunfeng Lian, Xiaohuan Cao",3163.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030598600.jpg,,686.0,Paperback,2020-12-05,Springer,English,3030598608,9783030598600,Cham,Switzerland,155.0,235.0,35.81,1062.0
"Computational Intelligence and Machine Learning : Proceedings of the 7th International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2019)","JYOTSNA KUMAR MANDAL, Imon Mukherjee, Sambit Bakshi, Sanjay Chatterji, Pankaj K. Sa",7210.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811586095.jpg,,200.0,Paperback,2021-01-30,Springer,English,9811586098,9789811586095,Singapore,Singapore,155.0,235.0,11.43,332.0
Machine Learning in Python : A Dive Into Depths Of Python - Ultimate Guide For Beginners To Improve Their Skills,Sarah Andreas,639.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6028/9798602845631.jpg,,132.0,Paperback,2020-01-23,Independently Published,English,,9798602845631,,,127.0,203.0,7.0,136.0
Optimization in Machine Learning and Applications,"Anand J. Kulkarni, Suresh Chandra Satapathy",1693.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811509964.jpg,,197.0,Paperback,2020-12-10,Springer,English,9811509964,9789811509964,Singapore,Singapore,155.0,235.0,11.18,326.0
Machine Learning Book Python : The Perfect Handbook For Building A Top-Notch Code In Scratch And Using Python Data Science Programming To Elevate Your Skills Out Of The Ordinary,Michael and Eric Scratch,500.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801326957.jpg,,116.0,Paperback,2020-11-25,Luca Pino,English,1801326959,9781801326957,,,152.0,229.0,6.0,163.0
"Advances in Machine Learning and Cybernetics : 4th International Conference, ICMLC 2005, Guangzhou, China, August 18-21, 2005, Revised Selected Papers","Daniel S. Yeung, Zhi-Qiang Liu, Xi-zhao Wang, Hong Yan",4286.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5403/9783540335849.jpg,,1110.0,Paperback,2009-05-26,Springer,English,3540335846,9783540335849,Berlin,Germany,155.0,235.0,56.64,1682.0
Machine Learning in Concrete Technology,"Pijush Samui, S K Sekar, Kallyan Kulkarni",1301.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6393/9783639356847.jpg,,84.0,Paperback,2011-05-11,VDM Verlag,English,3639356845,9783639356847,,,152.0,229.0,5.0,136.0
"Machine Learning in Medical Imaging : Second International Workshop, MLMI 2011, Held in Conjunction with MICCAI 2011, Toronto, Canada, September 18, 2011, Proceedings","Kenji Suzuki, Fei Wang, Dinggang Shen, Pingkun Yan",2129.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642243189.jpg,,371.0,Paperback,2011-11-03,Springer,English,3642243185,9783642243189,Berlin,Germany,155.0,235.0,22.86,586.0
Machine Learning in Agroecology,Aneta Trajanov,1571.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8454/9783845471334.jpg,,140.0,Paperback,2011-09-20,LAP Lambert Academic Publishing,English,3845471336,9783845471334,,,152.0,229.0,8.0,213.0
